,RECORD INDEX,NEIGHBORHOOD,BLDGCAT,BLDGDESCRIPTION,TAXCLP,BLOCK,LOT,BLDGCP,ADDRESS,ZIP_CODE,RESIDENTIAL_ UNITS,COMMERCIAL_UNITS,UNITS,LANDSFT,GROSSSF,BUILT,TAXCLSALE,BLDGCTOS,SALE_PRICE,SALE_DATE,LAT,LONG
8418,16460.0,WASHINGTON HEIGHTS LOWER,2.0,TWO FAMILY DWELLINGS,1,2114.0,23.0,B3,540 WEST 156TH STREET,10032,2.0,0.0,2.0,"1,665","3,000",1901.0,1.0,B3,$0.00,4/14/2023,40.83730695,-73.94100411
8419,16461.0,WASHINGTON HEIGHTS LOWER,2.0,TWO FAMILY DWELLINGS,1,2118.0,55.0,B1,541 WEST 159TH,10032,2.0,0.0,2.0,"1,532","3,480",1905.0,1.0,B1,"$840,056.00",6/14/2023,40.83730695,-73.94100411
8420,16462.0,WASHINGTON HEIGHTS LOWER,2.0,TWO FAMILY DWELLINGS,1,2120.0,12.0,B2,556 WEST 162 STREET,10032,2.0,0.0,2.0,"1,799","3,225",1910.0,1.0,B2,"$1,350,000.00",7/27/2023,40.83730695,-73.94100411
8421,16463.0,WASHINGTON HEIGHTS LOWER,2.0,TWO FAMILY DWELLINGS,1,2126.0,132.0,B9,91 AUDUBON AVENUE,10032,2.0,0.0,2.0,"1,583","1,744",1920.0,1.0,B9,"$954,000.00",8/30/2023,40.83730695,-73.94100411
8422,16467.0,WASHINGTON HEIGHTS LOWER,3.0,THREE FAMILY DWELLINGS,1,2109.0,98.0,C0,430 WEST 162ND STREET,10032,3.0,0.0,3.0,"2,156","4,800",1910.0,1.0,C0,$0.00,5/10/2023,40.83730695,-73.94100411
8423,16469.0,WASHINGTON HEIGHTS LOWER,3.0,THREE FAMILY DWELLINGS,1,2135.0,3.0,C0,819 RIVERSIDE DRIVE,10032,3.0,0.0,3.0,"1,098","2,925",1899.0,1.0,C0,$0.00,5/1/2023,40.83730695,-73.94100411
8424,16470.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2111.0,79.0,C4,"469 WEST 166TH STREET, 4B",10032,13.0,1.0,14.0,"2,500","11,394",1910.0,2.0,C4,"$266,250.00",10/18/2023,40.83730695,-73.94100411
8425,16471.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2111.0,104.0,C1,"451 WEST 166TH STREET, 5C",10032,20.0,0.0,20.0,"3,008","11,750",1906.0,2.0,C1,$0.00,9/12/2023,40.83730695,-73.94100411
8426,16472.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2117.0,23.0,C1,524 WEST 159TH STREET,10032,25.0,0.0,25.0,"4,996","17,905",1907.0,2.0,C1,$0.00,11/3/2022,40.83730695,-73.94100411
8427,16473.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2119.0,12.0,C1,574 WEST 161 STREET,10032,31.0,0.0,31.0,"7,174","25,160",1910.0,2.0,C1,"$2,287,325.00",9/13/2023,40.83730695,-73.94100411
8428,16474.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2119.0,28.0,C1,518 WEST 161 STREET,10032,24.0,0.0,24.0,"4,496","18,810",1910.0,2.0,C1,"$6,746,308.00",12/22/2022,40.83730695,-73.94100411
8429,16475.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2119.0,28.0,C1,"518 WEST 161ST STREET, 11",10032,24.0,0.0,24.0,"4,496","18,810",1910.0,2.0,C1,"$40,250.00",12/22/2022,40.83730695,-73.94100411
8430,16476.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2119.0,28.0,C1,"518 WEST 161ST STREET, 12",10032,24.0,0.0,24.0,"4,496","18,810",1910.0,2.0,C1,"$40,250.00",12/22/2022,40.83730695,-73.94100411
8431,16477.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2119.0,28.0,C1,"518 WEST 161ST STREET, 12A",10032,24.0,0.0,24.0,"4,496","18,810",1910.0,2.0,C1,"$42,500.00",12/22/2022,40.83730695,-73.94100411
8432,16478.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2119.0,28.0,C1,"518 WEST 161ST STREET, 15",10032,24.0,0.0,24.0,"4,496","18,810",1910.0,2.0,C1,"$42,500.00",12/22/2022,40.83730695,-73.94100411
8433,16479.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2119.0,28.0,C1,"518 WEST 161ST STREET, 16",10032,24.0,0.0,24.0,"4,496","18,810",1910.0,2.0,C1,"$35,000.00",12/22/2022,40.83730695,-73.94100411
8434,16480.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2119.0,28.0,C1,"518 WEST 161ST STREET, 17",10032,24.0,0.0,24.0,"4,496","18,810",1910.0,2.0,C1,"$40,250.00",12/22/2022,40.83730695,-73.94100411
8435,16481.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2119.0,28.0,C1,"518 WEST 161ST STREET, 2",10032,24.0,0.0,24.0,"4,496","18,810",1910.0,2.0,C1,"$40,250.00",12/22/2022,40.83730695,-73.94100411
8436,16482.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2119.0,28.0,C1,"518 WEST 161ST STREET, 20",10032,24.0,0.0,24.0,"4,496","18,810",1910.0,2.0,C1,"$40,250.00",12/22/2022,40.83730695,-73.94100411
8437,16483.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2119.0,28.0,C1,"518 WEST 161ST STREET, 24",10032,24.0,0.0,24.0,"4,496","18,810",1910.0,2.0,C1,"$40,250.00",12/22/2022,40.83730695,-73.94100411
8438,16484.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2119.0,28.0,C1,"518 WEST 161ST STREET, 3",10032,24.0,0.0,24.0,"4,496","18,810",1910.0,2.0,C1,"$302,496.00",8/18/2023,40.83730695,-73.94100411
8439,16485.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2119.0,28.0,C1,"518 WEST 161ST STREET, 5",10032,24.0,0.0,24.0,"4,496","18,810",1910.0,2.0,C1,"$40,250.00",12/22/2022,40.83730695,-73.94100411
8440,16486.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2119.0,28.0,C1,"518 WEST 161ST STREET, 6",10032,24.0,0.0,24.0,"4,496","18,810",1910.0,2.0,C1,"$40,250.00",12/22/2022,40.83730695,-73.94100411
8441,16487.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2119.0,28.0,C1,"518 WEST 161ST STREET, 7",10032,24.0,0.0,24.0,"4,496","18,810",1910.0,2.0,C1,"$27,500.00",12/22/2022,40.83730695,-73.94100411
8442,16488.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2119.0,28.0,C1,"518 WEST 161ST STREET, 8",10032,24.0,0.0,24.0,"4,496","18,810",1910.0,2.0,C1,"$40,250.00",12/22/2022,40.83730695,-73.94100411
8443,16489.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2119.0,28.0,C1,"518 WEST 161ST STREET, 9",10032,24.0,0.0,24.0,"4,496","18,810",1910.0,2.0,C1,"$40,250.00",12/22/2022,40.83730695,-73.94100411
8444,16490.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2127.0,43.0,C1,"504 WEST 171ST STREET, 2B",10032,20.0,0.0,20.0,"4,156","14,810",1907.0,2.0,C1,$0.00,12/23/2022,40.83730695,-73.94100411
8445,16491.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2127.0,56.0,C1,509 WEST 170TH STREET,10032,20.0,0.0,20.0,"5,000","18,210",1911.0,2.0,C1,$0.00,11/3/2022,40.83730695,-73.94100411
8446,16492.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2129.0,16.0,C5,552 WEST 173 STREET,10032,11.0,0.0,11.0,825,"2,772",1910.0,2.0,C5,$1.00,3/28/2023,40.83730695,-73.94100411
8447,16496.0,WASHINGTON HEIGHTS LOWER,7.0,RENTALS - WALKUP APARTMENTS,2,2139.0,350.0,C1,720 WEST 172 STREET,10032,32.0,0.0,32.0,"7,375","36,125",1918.0,2.0,C1,"$7,050,000.00",8/31/2023,40.83730695,-73.94100411
8448,16499.0,WASHINGTON HEIGHTS LOWER,8.0,RENTALS - ELEVATOR APARTMENTS,2,2109.0,41.0,D1,545 EDGECOMBE AVENUE,10032,48.0,0.0,48.0,"8,668","42,438",1912.0,2.0,D1,"$7,000,000.00",1/31/2023,40.83730695,-73.94100411
8449,16500.0,WASHINGTON HEIGHTS LOWER,8.0,RENTALS - ELEVATOR APARTMENTS,2,2119.0,5.0,D7,3850 BROADWAY,10032,39.0,6.0,45.0,"9,992","46,309",1909.0,2.0,D7,"$10,947,177.00",3/31/2023,40.83730695,-73.94100411
8450,16501.0,WASHINGTON HEIGHTS LOWER,8.0,RENTALS - ELEVATOR APARTMENTS,2,2122.0,58.0,D7,3900 BROADWAY,10032,27.0,5.0,32.0,"9,992","49,576",1925.0,2.0,D7,"$9,152,823.00",3/31/2023,40.83730695,-73.94100411
8451,16502.0,WASHINGTON HEIGHTS LOWER,8.0,RENTALS - ELEVATOR APARTMENTS,2,2122.0,77.0,D7,3926 BROADWAY,10032,146.0,3.0,149.0,"11,092","100,000",1910.0,2.0,D7,$0.00,12/13/2022,40.83730695,-73.94100411
8452,16503.0,WASHINGTON HEIGHTS LOWER,8.0,RENTALS - ELEVATOR APARTMENTS,2,2136.0,60.0,D1,638-644 WEST 160 STREET,10032,42.0,0.0,42.0,"10,000","43,632",1920.0,2.0,D1,"$3,719,978.00",1/31/2023,40.83730695,-73.94100411
8453,16504.0,WASHINGTON HEIGHTS LOWER,8.0,RENTALS - ELEVATOR APARTMENTS,2,2139.0,199.0,D7,703 WEST 171 STREET,10032,11.0,1.0,12.0,"2,500","17,550",2006.0,2.0,D7,"$6,260,000.00",1/26/2023,40.83730695,-73.94100411
8454,16506.0,WASHINGTON HEIGHTS LOWER,8.0,RENTALS - ELEVATOR APARTMENTS,2,2141.0,42.0,D7,1253 ST NICHOLAS AVENUE,10032,32.0,5.0,37.0,"7,500","32,053",1910.0,2.0,D7,$0.00,4/21/2023,40.83730695,-73.94100411
8694,12106.0,UPPER EAST SIDE (79-96),1.0,ONE FAMILY DWELLINGS,1,1528.0,119.0,A5,243 E 82 STREET,10028,1.0,0.0,1.0,"1,532","5,000",1915.0,1.0,A5,"$7,500,000.00",10/13/2023,40.77654629,-73.95371272
8695,12107.0,UPPER EAST SIDE (79-96),1.0,ONE FAMILY DWELLINGS,1,1578.0,140.0,A4,520 EAST 82ND STREET,10028,1.0,0.0,1.0,"1,916","4,340",1920.0,1.0,A4,"$4,300,000.00",4/25/2023,40.77654629,-73.95371272
8696,12108.0,UPPER EAST SIDE (79-96),2.0,TWO FAMILY DWELLINGS,1,1493.0,64.0,B1,12 EAST 82ND STREET,10028,2.0,0.0,2.0,"2,146","7,959",1905.0,1.0,B1,"$41,000,000.00",5/1/2023,40.77654629,-73.95371272
8697,12109.0,UPPER EAST SIDE (79-96),2.0,TWO FAMILY DWELLINGS,1,1564.0,19.0,B1,443 EAST 84TH STREET,10028,2.0,0.0,2.0,"1,916","3,496",1899.0,1.0,B1,"$4,600,000.00",6/5/2023,40.77654629,-73.95371272
8698,12110.0,UPPER EAST SIDE (79-96),2.0,TWO FAMILY DWELLINGS,1,1564.0,113.0,B1,429 EAST 84TH STREET,10028,2.0,0.0,2.0,"1,601","3,000",1899.0,1.0,B1,"$4,995,000.00",2/15/2023,40.77654629,-73.95371272
8700,12114.0,UPPER EAST SIDE (79-96),7.0,RENTALS - WALKUP APARTMENTS,2,1510.0,45.0,C5,164 EAST 82ND STREET,10028,20.0,0.0,20.0,"2,554","9,835",1920.0,2.0,C5,"$17,550,741.00",7/14/2023,40.77654629,-73.95371272
8701,12115.0,UPPER EAST SIDE (79-96),7.0,RENTALS - WALKUP APARTMENTS,2,1510.0,46.0,C5,162 EAST 82ND STREET,10028,17.0,0.0,17.0,"2,554","9,835",1920.0,2.0,C5,"$17,550,741.00",7/14/2023,40.77654629,-73.95371272
8702,12116.0,UPPER EAST SIDE (79-96),7.0,RENTALS - WALKUP APARTMENTS,2,1513.0,41.0,C4,176 EAST 85TH STREET,10028,20.0,0.0,20.0,"2,605","10,340",1910.0,2.0,C4,"$16,400,000.00",12/16/2022,40.77654629,-73.95371272
8703,12117.0,UPPER EAST SIDE (79-96),7.0,RENTALS - WALKUP APARTMENTS,2,1513.0,42.0,C4,174 EAST 85TH STREET,10028,20.0,0.0,20.0,"2,605","10,340",1910.0,2.0,C4,"$16,400,000.00",12/16/2022,40.77654629,-73.95371272
8704,12118.0,UPPER EAST SIDE (79-96),7.0,RENTALS - WALKUP APARTMENTS,2,1526.0,35.0,C4,226 EAST 81ST STREET,10028,20.0,0.0,20.0,"2,554","9,895",1920.0,2.0,C4,"$2,193,749.00",6/30/2023,40.77654629,-73.95371272
8705,12119.0,UPPER EAST SIDE (79-96),7.0,RENTALS - WALKUP APARTMENTS,2,1526.0,35.0,C4,226 EAST 81ST STREET,10028,20.0,0.0,20.0,"2,554","9,895",1920.0,2.0,C4,"$2,193,750.00",7/1/2023,40.77654629,-73.95371272
8706,12120.0,UPPER EAST SIDE (79-96),7.0,RENTALS - WALKUP APARTMENTS,2,1528.0,12.0,C7,223 E 82 STREET,10028,20.0,1.0,21.0,"2,554","9,210",1930.0,2.0,C7,$0.00,1/5/2023,40.77654629,-73.95371272
8707,12121.0,UPPER EAST SIDE (79-96),7.0,RENTALS - WALKUP APARTMENTS,2,1529.0,37.0,C5,218 EAST 84TH STREET,10028,20.0,0.0,20.0,"2,596","8,535",1925.0,2.0,C5,"$15,000.00",7/1/2023,40.77654629,-73.95371272
8708,12131.0,UPPER EAST SIDE (79-96),7.0,RENTALS - WALKUP APARTMENTS,2,1545.0,47.0,C1,306 EAST 83RD STREET,10028,20.0,0.0,20.0,"2,554","9,920",1915.0,2.0,C1,"$5,100,000.00",7/1/2023,40.77654629,-73.95371272
8709,12132.0,UPPER EAST SIDE (79-96),7.0,RENTALS - WALKUP APARTMENTS,2,1545.0,48.0,C1,304 EAST 83RD STREET,10028,20.0,0.0,20.0,"2,554","9,920",1915.0,2.0,C1,"$5,100,000.00",7/1/2023,40.77654629,-73.95371272
8710,12137.0,UPPER EAST SIDE (79-96),7.0,RENTALS - WALKUP APARTMENTS,2,1565.0,5.0,C1,407 EAST 85TH STREET,10028,11.0,0.0,11.0,"2,554","9,021",1920.0,2.0,C1,$0.00,3/31/2023,40.77654629,-73.95371272
8711,12140.0,UPPER EAST SIDE (79-96),7.0,RENTALS - WALKUP APARTMENTS,2,1578.0,8.0,C1,511 EAST 81ST STREET,10028,20.0,0.0,20.0,"2,554","8,320",1920.0,2.0,C1,$0.00,12/19/2022,40.77654629,-73.95371272
8712,12141.0,UPPER EAST SIDE (79-96),7.0,RENTALS - WALKUP APARTMENTS,2,1580.0,18.0,C1,529 EAST 83RD STREET,10028,15.0,0.0,15.0,"2,554","9,185",1915.0,2.0,C1,"$439,580.00",3/16/2023,40.77654629,-73.95371272
8713,12142.0,UPPER EAST SIDE (79-96),7.0,RENTALS - WALKUP APARTMENTS,2B,1580.0,46.0,C4,506 EAST 84TH STREET,10028,10.0,0.0,10.0,"2,554","8,065",1910.0,2.0,C4,"$12,000,000.00",5/31/2023,40.77654629,-73.95371272
8714,12143.0,UPPER EAST SIDE (79-96),7.0,RENTALS - WALKUP APARTMENTS,2,1580.0,104.0,C7,501 1/2 EAST 83RD STREET,10028,11.0,2.0,13.0,"1,836","7,200",1910.0,2.0,C7,"$3,700,000.00",6/22/2023,40.77654629,-73.95371272
8715,12144.0,UPPER EAST SIDE (79-96),7.0,RENTALS - WALKUP APARTMENTS,2B,1581.0,142.0,C1,524 EAST 85TH STREET,10028,10.0,0.0,10.0,"2,554","8,145",1900.0,2.0,C1,$0.00,6/7/2023,40.77654629,-73.95371272
8716,12145.0,UPPER EAST SIDE (79-96),7.0,RENTALS - WALKUP APARTMENTS,2B,1582.0,13.0,C1,523B EAST 85TH STREET,10028,9.0,0.0,9.0,"2,554","8,375",1910.0,2.0,C1,$0.00,6/30/2023,40.77654629,-73.95371272
8717,12150.0,UPPER EAST SIDE (79-96),8.0,RENTALS - ELEVATOR APARTMENTS,2,1512.0,56.0,D7,"130 EAST 94TH STREET, 2D",10028,20.0,7.0,27.0,"4,257","19,550",1925.0,2.0,D7,"$579,000.00",6/29/2023,40.77654629,-73.95371272
9326,13595.0,UPPER EAST SIDE (79-96),14.0,RENTALS - 4-10 UNIT,2A,1513.0,57.0,S3,1256 LEXINGTON AVE,10028,3.0,1.0,4.0,"1,343","4,336",1910.0,2.0,S3,"$13,084,250.00",12/9/2022,40.77654629,-73.95371272
9327,13596.0,UPPER EAST SIDE (79-96),14.0,RENTALS - 4-10 UNIT,2A,1513.0,58.0,S9,1260 LEXINGTON AVE,10028,4.0,2.0,6.0,"1,488","5,960",1910.0,2.0,S9,"$13,084,250.00",12/9/2022,40.77654629,-73.95371272
9328,13597.0,UPPER EAST SIDE (79-96),14.0,RENTALS - 4-10 UNIT,2A,1513.0,157.0,S3,1258 LEXINGTON AVE,10028,3.0,1.0,4.0,"1,343","4,336",1910.0,2.0,S3,"$13,084,250.00",12/9/2022,40.77654629,-73.95371272
9329,13599.0,UPPER EAST SIDE (79-96),14.0,RENTALS - 4-10 UNIT,2B,1577.0,49.0,S9,1530 YORK AVENUE,10028,6.0,2.0,8.0,"1,825","7,925",1920.0,2.0,S9,"$10,400,000.00",6/29/2023,40.77654629,-73.95371272
9343,13631.0,UPPER EAST SIDE (79-96),22.0,STORE BUILDINGS,4,1515.0,33.0,K1,1530 3 AVENUE,10028,0.0,5.0,5.0,"5,000","5,000",1964.0,4.0,K1,"$24,500,000.00",10/10/2023,40.77654629,-73.95371272
9344,13632.0,UPPER EAST SIDE (79-96),22.0,STORE BUILDINGS,4,1543.0,151.0,K4,1548 2 AVENUE,10028,1.0,1.0,2.0,"1,228","1,826",1900.0,4.0,K4,$0.00,12/19/2022,40.77654629,-73.95371272
9345,13633.0,UPPER EAST SIDE (79-96),22.0,STORE BUILDINGS,4,1547.0,31.0,K4,350 EAST 85TH STREET,10028,1.0,1.0,2.0,"2,043","3,789",1900.0,4.0,K4,"$3,500,000.00",3/22/2023,40.77654629,-73.95371272
9346,13636.0,UPPER EAST SIDE (79-96),26.0,OTHER HOTELS,4,1577.0,149.0,H3,502 EAST 81ST STREET,10028,0.0,1.0,1.0,"1,279","5,855",1920.0,4.0,H3,"$10,400,000.00",6/29/2023,40.77654629,-73.95371272
9347,13637.0,UPPER EAST SIDE (79-96),27.0,FACTORIES,4,1545.0,19.0,F5,345 EAST 82ND STREET,10028,0.0,1.0,1.0,"2,281","2,281",1930.0,4.0,F5,$0.00,5/4/2023,40.77654629,-73.95371272
9350,13642.0,UPPER EAST SIDE (79-96),33.0,EDUCATIONAL FACILITIES,4,1493.0,68.0,W3,2 EAST 82 STREET,10028,0.0,1.0,1.0,"2,248","12,316",1923.0,4.0,W3,"$19,000,000.00",8/1/2023,40.77654629,-73.95371272
9392,4708.0,HARLEM-EAST,1.0,ONE FAMILY DWELLINGS,1,1628.0,71.0,A5,104 EAST 101ST STREET,10029,1.0,0.0,1.0,"1,607","1,466",1890.0,1.0,A5,"$2,500,000.00",4/7/2023,40.79201134,-73.94450643
9393,4709.0,HARLEM-EAST,1.0,ONE FAMILY DWELLINGS,1,1628.0,171.0,A5,102 EAST 101 STREET,10029,1.0,0.0,1.0,"1,607","1,460",1890.0,1.0,A5,$0.00,12/2/2022,40.79201134,-73.94450643
9394,4710.0,HARLEM-EAST,2.0,TWO FAMILY DWELLINGS,1,1628.0,169.0,B1,108 EAST 101 STREET,10029,2.0,0.0,2.0,"1,603","1,466",1890.0,1.0,B1,"$1,050,000.00",4/12/2023,40.79201134,-73.94450643
9395,4714.0,HARLEM-EAST,3.0,THREE FAMILY DWELLINGS,1,1628.0,70.0,C0,106 EAST 101 STREET,10029,3.0,0.0,3.0,"1,607","1,466",1890.0,1.0,C0,$0.00,7/26/2023,40.79201134,-73.94450643
9396,4715.0,HARLEM-EAST,3.0,THREE FAMILY DWELLINGS,1,1661.0,45.0,C0,212 EAST 112 STREET,10029,3.0,0.0,3.0,"2,162","2,898",1997.0,1.0,C0,$0.00,2/10/2023,40.79201134,-73.94450643
9397,4718.0,HARLEM-EAST,7.0,RENTALS - WALKUP APARTMENTS,2A,1632.0,154.0,C5,1663 LEXINGTON AVENUE,10029,6.0,0.0,6.0,"1,108","2,136",1900.0,2.0,C5,"$1,042,000.00",8/31/2023,40.79201134,-73.94450643
9399,4720.0,HARLEM-EAST,7.0,RENTALS - WALKUP APARTMENTS,2B,1638.0,21.0,C7,1783 LEXINGTON AVENUE,10029,7.0,1.0,8.0,"1,400","4,000",1910.0,2.0,C7,"$800,000.00",8/29/2023,40.79201134,-73.94450643
9400,4721.0,HARLEM-EAST,7.0,RENTALS - WALKUP APARTMENTS,2B,1643.0,25.0,C5,163 EAST 115 STREET,10029,10.0,0.0,10.0,"2,018","2,790",1910.0,2.0,C5,"$1,400,000.00",1/5/2023,40.79201134,-73.94450643
9401,4722.0,HARLEM-EAST,7.0,RENTALS - WALKUP APARTMENTS,2B,1643.0,27.0,C5,167 EAST 115 STREET,10029,10.0,0.0,10.0,"1,261","2,060",1910.0,2.0,C5,"$1,400,000.00",1/5/2023,40.79201134,-73.94450643
9402,4723.0,HARLEM-EAST,7.0,RENTALS - WALKUP APARTMENTS,2B,1660.0,42.0,C7,214 EAST 111 STREET,10029,7.0,2.0,9.0,"2,523","6,092",1910.0,2.0,C7,"$1,519,619.00",11/16/2022,40.79201134,-73.94450643
9403,4724.0,HARLEM-EAST,7.0,RENTALS - WALKUP APARTMENTS,2A,1665.0,11.0,C3,223 EAST 115TH STREET,10029,4.0,0.0,4.0,"1,665","2,880",1900.0,2.0,C3,$0.00,7/27/2023,40.79201134,-73.94450643
9404,4725.0,HARLEM-EAST,7.0,RENTALS - WALKUP APARTMENTS,2,1680.0,41.0,C1,324 EAST 109TH ST,10029,15.0,0.0,15.0,"2,523","11,750",1900.0,2.0,C1,$0.00,4/27/2023,40.79201134,-73.94450643
9405,4726.0,HARLEM-EAST,7.0,RENTALS - WALKUP APARTMENTS,2,1683.0,44.0,C7,314 EAST 112 STREET,10029,26.0,2.0,28.0,"4,037","16,841",1910.0,2.0,C7,"$2,150,000.00",7/13/2023,40.79201134,-73.94450643
9406,4727.0,HARLEM-EAST,7.0,RENTALS - WALKUP APARTMENTS,2,1683.0,45.0,C7,310 EAST 112 STREET,10029,23.0,2.0,25.0,"4,289","19,005",1910.0,2.0,C7,"$2,150,000.00",7/13/2023,40.79201134,-73.94450643
9407,4728.0,HARLEM-EAST,7.0,RENTALS - WALKUP APARTMENTS,2A,1688.0,11.0,C3,321 EAST 116TH STREET,10029,4.0,0.0,4.0,"1,665","3,626",1900.0,2.0,C3,$0.00,5/15/2023,40.79201134,-73.94450643
9408,4732.0,HARLEM-EAST,8.0,RENTALS - ELEVATOR APARTMENTS,2B,1677.0,22.0,D1,347 EAST 105TH STREET,10029,10.0,0.0,10.0,"2,523","8,206",1900.0,2.0,D1,"$5,000,000.00",6/26/2023,40.79201134,-73.94450643
9409,4733.0,HARLEM-EAST,8.0,RENTALS - ELEVATOR APARTMENTS,2,1687.0,38.0,D1,326 EAST 116 STREET,10029,20.0,0.0,20.0,"4,541","15,118",2003.0,2.0,D1,$0.00,2/16/2023,40.79201134,-73.94450643
9427,4757.0,HARLEM-EAST,11.0,SPECIAL CONDO BILLING LOTS,2,1646.0,1002.0,RR,"1865 2 AVENUE, 31D",10029,17.0,0.0,17.0,"2,550","19,429",1987.0,2.0,RR,"$405,000.00",1/9/2023,40.79201134,-73.94450643
9533,4868.0,HARLEM-EAST,14.0,RENTALS - 4-10 UNIT,2B,1638.0,121.0,S5,1781 LEXINGTON AVENUE,10029,6.0,1.0,7.0,"1,400","4,440",1910.0,2.0,S5,"$800,000.00",8/29/2023,40.79201134,-73.94450643
9534,4869.0,HARLEM-EAST,14.0,RENTALS - 4-10 UNIT,2A,1687.0,41.0,S3,322 EAST 116 STREET,10029,3.0,1.0,4.0,"2,018","3,114",1900.0,2.0,S3,$0.00,9/15/2023,40.79201134,-73.94450643
9540,4888.0,HARLEM-EAST,21.0,OFFICE BUILDINGS,4,1655.0,12.0,O1,227 EAST 105TH ST,10029,0.0,2.0,2.0,"2,511","2,511",1920.0,4.0,O1,"$1,300,000.00",2/2/2023,40.79201134,-73.94450643
9541,4891.0,HARLEM-EAST,22.0,STORE BUILDINGS,4,1616.0,33.0,K2,81 EAST 110 STREET,10029,0.0,1.0,1.0,"2,018","2,000",1957.0,4.0,K2,"$4,450,000.00",11/30/2022,40.79201134,-73.94450643
9542,4892.0,HARLEM-EAST,22.0,STORE BUILDINGS,4,1616.0,34.0,K2,83 EAST 110 STREET,10029,0.0,1.0,1.0,"2,018","2,000",1957.0,4.0,K2,"$4,450,000.00",11/30/2022,40.79201134,-73.94450643
9543,4893.0,HARLEM-EAST,22.0,STORE BUILDINGS,4,1616.0,35.0,K1,85 EAST 110 STREET,10029,0.0,1.0,1.0,"2,018","1,600",1940.0,4.0,K1,"$4,450,000.00",11/30/2022,40.79201134,-73.94450643
9544,4894.0,HARLEM-EAST,22.0,STORE BUILDINGS,4,1616.0,50.0,K1,1665 MADISON AVENUE,10029,0.0,2.0,2.0,"2,462","2,380",1957.0,4.0,K1,"$2,650,000.00",11/30/2022,40.79201134,-73.94450643
9545,4895.0,HARLEM-EAST,22.0,STORE BUILDINGS,4,1631.0,33.0,K4,1868 3RD AVENUE,10029,0.0,2.0,2.0,"1,685","1,625",1910.0,4.0,K4,"$3,600,000.00",5/11/2023,40.79201134,-73.94450643
9546,4896.0,HARLEM-EAST,22.0,STORE BUILDINGS,4,1631.0,34.0,K4,1870 3 AVENUE,10029,6.0,1.0,7.0,"1,625","1,350",1910.0,4.0,K4,"$2,750,000.00",5/12/2023,40.79201134,-73.94450643
9547,4897.0,HARLEM-EAST,22.0,STORE BUILDINGS,4,1636.0,33.0,K4,1966 3 AVENUE,10029,0.0,2.0,2.0,"2,542","2,000",1920.0,4.0,K4,"$2,500,000.00",8/25/2023,40.79201134,-73.94450643
9548,4898.0,HARLEM-EAST,22.0,STORE BUILDINGS,4,1643.0,38.0,K1,2116 3 AVENUE,10029,0.0,1.0,1.0,"2,021","2,570",1910.0,4.0,K1,"$1,000,000.00",5/2/2023,40.79201134,-73.94450643
9549,4899.0,HARLEM-EAST,22.0,STORE BUILDINGS,4,1644.0,12.0,K1,125-131 EAST 116 STREET,10029,0.0,1.0,1.0,"10,092","10,000",1950.0,4.0,K1,$0.00,12/31/2022,40.79201134,-73.94450643
9550,4900.0,HARLEM-EAST,22.0,STORE BUILDINGS,4,1655.0,1.0,K2,1905 3 AVENUE,10029,0.0,1.0,1.0,"5,664","7,882",1920.0,4.0,K2,"$5,600,000.00",8/11/2023,40.79201134,-73.94450643
